Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-60549-80-6,172.16.0.1,60549,192.168.10.50,80,6,7/7/2017 4:03,2091972,5,0,30,0,6,6,6,0,0,0,0,0,14.34053611,2.390089351,522993,1043989.652,2088977,3,2091972,522993,1043989.652,2088977,3,0,0,0,0,0,0,0,0,0,100,0,2.390089351,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60550-80-6,172.16.0.1,60550,192.168.10.50,80,6,7/7/2017 4:03,8033948,7,6,50,11601,20,0,7.142857143,6.094494002,4380,0,1933.5,1757.789948,1450.220987,1.618133451,669495.6667,1769352.757,6049602,1,7838944,1306490.667,2430472.44,6049602,1,200142,40028.4,86488.98171,194694,17,0,0,0,0,152,132,0.871302627,0.746830823,0,4380,832.6428571,1472.155908,2167243.016,0,0,0,0,1,0,0,0,0,896.6923077,7.142857143,1933.5,152,0,0,0,0,0,0,7,50,6,11601,256,229,5,20,1784200,0,1784200,1784200,6049602,0,6049602,6049602,DDoS
172.16.0.1-192.168.10.50-60550-80-6,172.16.0.1,60550,192.168.10.50,80,6,7/7/2017 4:03,2076971,4,0,24,0,6,6,6,0,0,0,0,0,11.55528893,1.925881488,692323.6667,1198285.094,2075984,15,2076971,692323.6667,1198285.094,2075984,15,0,0,0,0,0,0,0,0,0,80,0,1.925881488,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60551-80-6,172.16.0.1,60551,192.168.10.50,80,6,7/7/2017 4:03,8033317,8,5,56,11601,20,0,7,5.656854249,7300,0,2320.2,3022.508098,1451.081789,1.618260552,669443.0833,1769331.382,6049833,1,7838305,1119757.857,2272988.403,6049833,1,199275,49818.75,96521.87511,194572,187,0,0,0,0,172,112,0.995852647,0.622407904,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1783947,0,1783947,1783947,6049833,0,6049833,6049833,DDoS
172.16.0.1-192.168.10.50-60551-80-6,172.16.0.1,60551,192.168.10.50,80,6,7/7/2017 4:03,2071959,5,0,30,0,6,6,6,0,0,0,0,0,14.47905099,2.413175164,517989.75,1034648.89,2069963,192,2071959,517989.75,1034648.89,2069963,192,0,0,0,0,0,0,0,0,0,100,0,2.413175164,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60552-80-6,172.16.0.1,60552,192.168.10.50,80,6,7/7/2017 4:03,8033161,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,1451.856872,1.493807979,730287.3636,1845469.778,6062749,2,7838743,1119820.429,2276998.967,6062749,2,195377,65125.66667,111914.4427,194352,4,0,0,0,0,172,92,0.995871986,0.497935993,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1775019,0,1775019,1775019,6062749,0,6062749,6062749,DDoS
172.16.0.1-192.168.10.50-60552-80-6,172.16.0.1,60552,192.168.10.50,80,6,7/7/2017 4:03,2062972,4,0,24,0,6,6,6,0,0,0,0,0,11.63370128,1.938950214,687657.3333,1190196.714,2061978,1,2062972,687657.3333,1190196.714,2061978,1,0,0,0,0,0,0,0,0,0,80,0,1.938950214,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60553-80-6,172.16.0.1,60553,192.168.10.50,80,6,7/7/2017 4:03,8031605,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,1452.885195,1.867621727,573686.0714,1648829.273,6064578,2,7837651,979706.375,2145884.958,6064578,2,194892,38978.4,86552.88243,193807,3,0,0,0,0,192,132,1.120573036,0.747048691,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1772103,0,1772103,1772103,6064578,0,6064578,6064578,DDoS
172.16.0.1-192.168.10.50-60553-80-6,172.16.0.1,60553,192.168.10.50,80,6,7/7/2017 4:03,2065941,4,0,24,0,6,6,6,0,0,0,0,0,11.61698229,1.936163714,688647,1191926.45,2064965,4,2065941,688647,1191926.45,2064965,4,0,0,0,0,0,0,0,0,0,80,0,1.936163714,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60554-80-6,172.16.0.1,60554,192.168.10.50,80,6,7/7/2017 4:03,2062960,4,0,24,0,6,6,6,0,0,0,0,0,11.63376895,1.938961492,687653.3333,1190188.92,2061965,1,2062960,687653.3333,1190188.92,2061965,1,0,0,0,0,0,0,0,0,0,80,0,1.938961492,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60555-80-6,172.16.0.1,60555,192.168.10.50,80,6,7/7/2017 4:03,8032959,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,1451.893381,1.7428198,617919.9231,1706062.375,6056855,1,7838688,1119812.571,2275813.852,6056855,1,195094,39018.8,86698.2842,194108,3,0,0,0,0,172,132,0.995897029,0.746922772,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1780964,0,1780964,1780964,6056855,0,6056855,6056855,DDoS
172.16.0.1-192.168.10.50-60555-80-6,172.16.0.1,60555,192.168.10.50,80,6,7/7/2017 4:03,2061967,4,0,24,0,6,6,6,0,0,0,0,0,11.63937153,1.939895255,687322.3333,1189613.878,2060970,3,2061967,687322.3333,1189613.878,2060970,3,0,0,0,0,0,0,0,0,0,80,0,1.939895255,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60556-80-6,172.16.0.1,60556,192.168.10.50,80,6,7/7/2017 4:03,87,1,1,6,6,6,6,6,0,6,6,6,0,137931.0345,22988.50575,87,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11494.25287,11494.25287,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,229,0,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60556-80-6,172.16.0.1,60556,192.168.10.50,80,6,7/7/2017 4:03,8030299,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,1452.374314,1.618868737,669191.5833,1768941.84,6056953,1,7835769,1119395.571,2272495.043,6056953,1,195342,48835.5,97039.16089,194393,3,0,0,0,0,172,112,0.996226915,0.622641822,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1777975,0,1777975,1777975,6056953,0,6056953,6056953,DDoS
172.16.0.1-192.168.10.50-60556-80-6,172.16.0.1,60556,192.168.10.50,80,6,7/7/2017 4:03,2058936,4,0,24,0,6,6,6,0,0,0,0,0,11.65650608,1.942751013,686312,1187869.125,2057945,3,2058936,686312,1187869.125,2057945,3,0,0,0,0,0,0,0,0,0,80,0,1.942751013,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60557-80-6,172.16.0.1,60557,192.168.10.50,80,6,7/7/2017 4:03,2057976,4,0,24,0,6,6,6,0,0,0,0,0,11.66194358,1.943657263,685992,1187296.687,2056964,1,2057976,685992,1187296.687,2056964,1,0,0,0,0,0,0,0,0,0,80,0,1.943657263,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60558-80-6,172.16.0.1,60558,192.168.10.50,80,6,7/7/2017 4:03,2058961,4,0,24,0,6,6,6,0,0,0,0,0,11.65636455,1.942727424,686320.3333,1187881.827,2057968,3,2058961,686320.3333,1187881.827,2057968,3,0,0,0,0,0,0,0,0,0,80,0,1.942727424,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60559-80-6,172.16.0.1,60559,192.168.10.50,80,6,7/7/2017 4:03,2057971,4,0,24,0,6,6,6,0,0,0,0,0,11.66197191,1.943661986,685990.3333,1187310.25,2056978,3,2057971,685990.3333,1187310.25,2056978,3,0,0,0,0,0,0,0,0,0,80,0,1.943661986,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60560-80-6,172.16.0.1,60560,192.168.10.50,80,6,7/7/2017 4:03,2056963,5,0,30,0,6,6,6,0,0,0,0,0,14.58460847,2.430768079,514240.75,1027814.939,2055963,3,2056963,514240.75,1027814.939,2055963,3,0,0,0,0,0,0,0,0,0,100,0,2.430768079,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60562-80-6,172.16.0.1,60562,192.168.10.50,80,6,7/7/2017 4:03,8026139,7,4,50,11607,20,0,7.142857143,6.094494002,11595,0,2901.75,5795.50069,1452.379531,1.370521991,802613.9,1984787.928,6228803,3,7996001,1332666.833,2499577.098,6228803,3,32246,10748.66667,16787.68422,30094,6,0,0,0,0,152,92,0.872150358,0.498371633,0,11595,971.9166667,3345.407285,11200000,0,0,0,0,1,0,0,0,0,1060.272727,7.142857143,2901.75,152,0,0,0,0,0,0,7,50,4,11607,256,229,5,20,1764962,0,1764962,1764962,6228803,0,6228803,6228803,DDoS
172.16.0.1-192.168.10.50-60569-80-6,172.16.0.1,60569,192.168.10.50,80,6,7/7/2017 4:03,7998193,7,4,50,11601,20,0,7.142857143,6.094494002,8760,0,2900.25,4128.319301,1456.704033,1.375310648,799819.3,1991021.881,6252570,3,7985600,1330933.333,2507834.695,6252570,3,18086,6028.666667,6045.354111,12254,181,0,0,0,0,152,92,0.875197685,0.500112963,0,8760,971.4166667,2584.071363,6677424.811,0,0,0,0,1,0,0,0,0,1059.727273,7.142857143,2900.25,152,0,0,0,0,0,0,7,50,4,11601,256,229,5,20,1727213,0,1727213,1727213,6252570,0,6252570,6252570,DDoS
172.16.0.1-192.168.10.50-60570-80-6,172.16.0.1,60570,192.168.10.50,80,6,7/7/2017 4:03,8024474,7,6,50,11601,20,0,7.142857143,6.094494002,5840,0,1933.5,2201.078258,1451.933173,1.620043881,668706.1667,1831397.41,6269660,4,8023801,1337300.167,2511174.072,6269660,4,29516,5903.2,12908.29163,28994,50,0,0,0,0,152,132,0.87233132,0.74771256,0,5840,832.6428571,1685.88619,2842212.247,0,0,0,0,1,0,0,0,0,896.6923077,7.142857143,1933.5,152,0,0,0,0,0,0,7,50,6,11601,256,229,5,20,1725116,0,1725116,1725116,6269660,0,6269660,6269660,DDoS
172.16.0.1-192.168.10.50-60570-80-6,172.16.0.1,60570,192.168.10.50,80,6,7/7/2017 4:03,2016979,4,0,24,0,6,6,6,0,0,0,0,0,11.89898358,1.98316393,672326.3333,1164461.8,2016931,1,2016979,672326.3333,1164461.8,2016931,1,0,0,0,0,0,0,0,0,0,80,0,1.98316393,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60571-80-6,172.16.0.1,60571,192.168.10.50,80,6,7/7/2017 4:03,8026629,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,1452.290868,1.744194231,617433,1761537.796,6259746,1,8025790,1146541.429,2344859.673,6259746,1,29640,5928,12893.98654,28992,17,0,0,0,0,172,132,0.996682418,0.747511813,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1737039,0,1737039,1737039,6259746,0,6259746,6259746,DDoS
172.16.0.1-192.168.10.50-60571-80-6,172.16.0.1,60571,192.168.10.50,80,6,7/7/2017 4:03,2015644,4,0,24,0,6,6,6,0,0,0,0,0,11.90686451,1.984477418,671881.3333,1163174.02,2014999,318,2015644,671881.3333,1163174.02,2014999,318,0,0,0,0,0,0,0,0,0,80,0,1.984477418,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60572-80-6,172.16.0.1,60572,192.168.10.50,80,6,7/7/2017 4:03,8691527,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,1341.191254,1.610764138,668579,1756240.298,6282875,5,6992766,998966.5714,2343599.431,6282875,5,1724745,344949,756469.607,1698012,45,0,0,0,0,172,132,0.920436651,0.690327488,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,683869,0,683869,683869,6282875,0,6282875,6282875,DDoS
172.16.0.1-192.168.10.50-60572-80-6,172.16.0.1,60572,192.168.10.50,80,6,7/7/2017 4:03,320009,4,0,24,0,6,6,6,0,0,0,0,0,74.99789068,12.49964845,106669.6667,182171.152,317022,993,320009,106669.6667,182171.152,317022,993,0,0,0,0,0,0,0,0,0,80,0,12.49964845,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60573-80-6,172.16.0.1,60573,192.168.10.50,80,6,7/7/2017 4:03,8693242,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,1340.926665,1.610446367,668710.9231,1754350.504,6275788,7,6994697,999242.4286,2340744.31,6275788,7,1724480,344896,756346.9797,1697739,63,0,0,0,0,172,132,0.920255067,0.6901913,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,692872,0,692872,692872,6275788,0,6275788,6275788,DDoS
172.16.0.1-192.168.10.50-60573-80-6,172.16.0.1,60573,192.168.10.50,80,6,7/7/2017 4:03,320159,5,0,30,0,6,6,6,0,0,0,0,0,93.7034411,15.61724018,80039.75,158732.8753,318138,3,320159,80039.75,158732.8753,318138,3,0,0,0,0,0,0,0,0,0,100,0,15.61724018,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60574-80-6,172.16.0.1,60574,192.168.10.50,80,6,7/7/2017 4:03,8690967,8,5,56,11601,20,0,7,5.656854249,8760,0,2320.2,3668.897,1341.277674,1.495805933,724247.25,1820124.179,6274807,3,6991839,998834.1429,2340498.906,6274807,3,1724146,431036.5,844977.0502,1698377,185,0,0,0,0,172,112,0.920495959,0.575309974,0,8760,833.0714286,2337.724089,5464953.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,691980,0,691980,691980,6274807,0,6274807,6274807,DDoS
172.16.0.1-192.168.10.50-60574-80-6,172.16.0.1,60574,192.168.10.50,80,6,7/7/2017 4:03,316053,4,0,24,0,6,6,6,0,0,0,0,0,75.93663088,12.65610515,105351,180767.2148,314083,977,316053,105351,180767.2148,314083,977,0,0,0,0,0,0,0,0,0,80,0,12.65610515,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60575-80-6,172.16.0.1,60575,192.168.10.50,80,6,7/7/2017 4:03,8688629,7,4,50,11601,20,0,7.142857143,6.094494002,8760,0,2900.25,4128.319301,1340.948037,1.266022522,868862.9,1977807.595,6276783,1,6989873,1164978.833,2519032.761,6276783,1,1723786,574595.3333,973193.8992,1698249,191,0,0,0,0,152,92,0.805650696,0.460371826,0,8760,971.4166667,2584.071363,6677424.811,0,0,0,0,1,0,0,0,0,1059.727273,7.142857143,2900.25,152,0,0,0,0,0,0,7,50,4,11601,256,229,5,20,688044,0,688044,688044,6276783,0,6276783,6276783,DDoS
172.16.0.1-192.168.10.50-60575-80-6,172.16.0.1,60575,192.168.10.50,80,6,7/7/2017 4:03,315974,5,0,30,0,6,6,6,0,0,0,0,0,94.94452075,15.82408679,78993.5,156662.3614,313986,3,315974,78993.5,156662.3614,313986,3,0,0,0,0,0,0,0,0,0,100,0,15.82408679,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60576-80-6,172.16.0.1,60576,192.168.10.50,80,6,7/7/2017 4:03,8689792,8,4,56,11601,20,0,7,5.656854249,8675,0,2900.25,4088.041942,1341.459036,1.380930637,789981.0909,1895659.462,6280790,3,6990850,998692.8571,2342852.888,6280790,3,1723931,574643.6667,973280.2382,1698397,187,0,0,0,0,172,92,0.920620425,0.460310212,0,8675,897.1538462,2471.828063,6109933.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,685009,0,685009,685009,6280790,0,6280790,6280790,DDoS
172.16.0.1-192.168.10.50-60576-80-6,172.16.0.1,60576,192.168.10.50,80,6,7/7/2017 4:03,314033,4,0,24,0,6,6,6,0,0,0,0,0,76.42508908,12.73751485,104677.6667,180452.0693,313045,4,314033,104677.6667,180452.0693,313045,4,0,0,0,0,0,0,0,0,0,80,0,12.73751485,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60577-80-6,172.16.0.1,60577,192.168.10.50,80,6,7/7/2017 4:03,8692764,7,5,50,11601,20,0,7.142857143,6.094494002,7300,0,2320.2,3022.508098,1340.310171,1.380458505,790251.2727,1901104.281,6297794,54,6993021,1165503.5,2528797.294,6297794,209,1713900,428475,847115.4792,1699110,192,0,0,0,0,152,112,0.805267462,0.575191044,0,7300,896.6923077,2101.720223,4417227.897,0,0,0,0,1,0,0,0,0,971.4166667,7.142857143,2320.2,152,0,0,0,0,0,0,7,50,5,11601,256,229,5,20,681016,0,681016,681016,6297794,0,6297794,6297794,DDoS
172.16.0.1-192.168.10.50-60577-80-6,172.16.0.1,60577,192.168.10.50,80,6,7/7/2017 4:03,302021,5,0,30,0,6,6,6,0,0,0,0,0,99.33084123,16.55514021,75505.25,148353.6497,298028,4,302021,75505.25,148353.6497,298028,4,0,0,0,0,0,0,0,0,0,100,0,16.55514021,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60578-80-6,172.16.0.1,60578,192.168.10.50,80,6,7/7/2017 4:03,8690149,7,4,50,11601,20,0,7.142857143,6.094494002,8760,0,2900.25,4128.319301,1340.713491,1.265801081,869014.9,1984837.956,6297853,42,6991197,1165199.5,2528909.433,6297853,284,1712900,570966.6667,976534.3749,1698544,366,0,0,0,0,152,92,0.805509779,0.460291302,0,8760,971.4166667,2584.071363,6677424.811,0,0,0,0,1,0,0,0,0,1059.727273,7.142857143,2900.25,152,0,0,0,0,0,0,7,50,4,11601,256,229,5,20,679348,0,679348,679348,6297853,0,6297853,6297853,DDoS
172.16.0.1-192.168.10.50-60578-80-6,172.16.0.1,60578,192.168.10.50,80,6,7/7/2017 4:03,306015,4,0,24,0,6,6,6,0,0,0,0,0,78.42752806,13.07125468,102005,174948.6327,304015,3,306015,102005,174948.6327,304015,3,0,0,0,0,0,0,0,0,0,80,0,13.07125468,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60579-80-6,172.16.0.1,60579,192.168.10.50,80,6,7/7/2017 4:03,8690943,8,4,56,11601,20,0,7,5.656854249,8675,0,2900.25,4088.041942,1341.281378,1.380747751,790085.7273,1901087.157,6297813,41,6992298,998899.7143,2350130.143,6297813,77,1712735,570911.6667,976478.3693,1698423,181,0,0,0,0,172,92,0.920498501,0.46024925,0,8675,897.1538462,2471.828063,6109933.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,680341,0,680341,680341,6297813,0,6297813,6297813,DDoS
172.16.0.1-192.168.10.50-60579-80-6,172.16.0.1,60579,192.168.10.50,80,6,7/7/2017 4:03,302037,5,0,30,0,6,6,6,0,0,0,0,0,99.32557932,16.55426322,75509.25,150347.242,301029,1,302037,75509.25,150347.242,301029,1,0,0,0,0,0,0,0,0,0,100,0,16.55426322,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-60580-80-6,172.16.0.1,60580,192.168.10.50,80,6,7/7/2017 4:03,10402691,5,0,30,0,6,6,6,0,0,0,0,0,2.883869183,0.480644864,2600672.75,5200016.188,10400000,2,10400000,2600672.75,5200016.188,10400000,2,0,0,0,0,0,0,0,0,0,100,0,0.480644864,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1994,0,1994,1994,10400000,0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-60581-80-6,172.16.0.1,60581,192.168.10.50,80,6,7/7/2017 4:03,10389717,5,0,30,0,6,6,6,0,0,0,0,0,2.887470371,0.481245062,2597429.25,5192858.565,10400000,1,10400000,2597429.25,5192858.565,10400000,1,0,0,0,0,0,0,0,0,0,100,0,0.481245062,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3000,0,3000,3000,10400000,0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-60582-80-6,172.16.0.1,60582,192.168.10.50,80,6,7/7/2017 4:03,10383727,5,0,30,0,6,6,6,0,0,0,0,0,2.889136049,0.481522675,2595931.75,5190531.521,10400000,1,10400000,2595931.75,5190531.521,10400000,1,0,0,0,0,0,0,0,0,0,100,0,0.481522675,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1998,0,1998,1998,10400000,0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-60583-80-6,172.16.0.1,60583,192.168.10.50,80,6,7/7/2017 4:03,10390732,5,0,30,0,6,6,6,0,0,0,0,0,2.887188314,0.481198052,2597683,5192024.277,10400000,11,10400000,2597683,5192024.277,10400000,11,0,0,0,0,0,0,0,0,0,100,0,0.481198052,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5013,0,5013,5013,10400000,0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-60584-80-6,172.16.0.1,60584,192.168.10.50,80,6,7/7/2017 4:03,10384715,5,0,30,0,6,6,6,0,0,0,0,0,2.888861177,0.481476863,2596178.75,5189696.855,10400000,979,10400000,2596178.75,5189696.855,10400000,979,0,0,0,0,0,0,0,0,0,100,0,0.481476863,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3991,0,3991,3991,10400000,0,10400000,10400000,DDoS
172.16.0.1-192.168.10.50-60585-80-6,172.16.0.1,60585,192.168.10.50,80,6,7/7/2017 4:03,10380697,5,0,30,0,6,6,6,0,0,0,0,0,2.889979353,0.481663226,2595174.25,5189027.188,10400000,3,10400000,2595174.25,5189027.188,10400000,3,0,0,0,0,0,0,0,0,0,100,0,0.481663226,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1982,0,1982,1982,10400000,0,10400000,10400000,DDoS
