Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
172.16.0.1-192.168.10.50-49920-80-6,172.16.0.1,49920,192.168.10.50,80,6,07-07-17 03:56,3675470,4,0,24,0,6,6,6,0,0,0,0,0,6.529777144,1.088296191,1225156.667,2121343.373,3674673,322,3675470,1225156.667,2121343.373,3674673,322,0,0,0,0,0,0,0,0,0,80,0,1.088296191,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49921-80-6,172.16.0.1,49921,192.168.10.50,80,6,07-07-17 03:56,927688,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,12539.7763,8.623588965,132526.8571,349839.1801,925887,30,1423,711.5,748.8260813,1241,182,927658,231914.5,462648.799,925887,96,0,0,0,0,72,112,3.233845862,5.389743103,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49921-80-6,172.16.0.1,49921,192.168.10.50,80,6,07-07-17 03:56,3672985,5,0,30,0,6,6,6,0,0,0,0,0,8.167743674,1.361290612,918246.25,1835341.199,3671258,328,3672985,918246.25,1835341.199,3671258,328,0,0,0,0,0,0,0,0,0,100,0,1.361290612,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49922-80-6,172.16.0.1,49922,192.168.10.50,80,6,07-07-17 03:56,931659,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12486.32815,8.586832736,133094.1429,351350.2078,929881,46,1450,725,731.1484117,1242,208,931602,232900.5,464654.1487,929881,46,0,0,0,0,72,112,3.220062276,5.36677046,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49922-80-6,172.16.0.1,49922,192.168.10.50,80,6,07-07-17 03:56,3669000,5,0,30,0,6,6,6,0,0,0,0,0,8.176614881,1.362769147,917250,1833318.679,3667228,353,3669000,917250,1833318.679,3667228,353,0,0,0,0,0,0,0,0,0,100,0,1.362769147,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49923-80-6,172.16.0.1,49923,192.168.10.50,80,6,07-07-17 03:56,927142,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12547.16106,9.707250885,115892.75,327435.866,926255,3,738,369,486.4894655,713,25,927078,185415.6,414141.9373,926255,3,0,0,0,0,72,132,3.235750295,6.47150059,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49923-80-6,172.16.0.1,49923,192.168.10.50,80,6,07-07-17 03:56,3659368,4,0,24,0,6,6,6,0,0,0,0,0,6.558509557,1.093084926,1219789.333,2112067.665,3658595,272,3659368,1219789.333,2112067.665,3658595,272,0,0,0,0,0,0,0,0,0,80,0,1.093084926,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49924-80-6,172.16.0.1,49924,192.168.10.50,80,6,07-07-17 03:56,928585,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12527.66306,9.692166038,116073.125,327875.3441,927523,6,724,362,486.4894655,706,18,928579,185715.8,414682.9524,927523,16,0,0,0,0,72,132,3.230722013,6.461444025,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49924-80-6,172.16.0.1,49924,192.168.10.50,80,6,07-07-17 03:56,3657924,5,0,30,0,6,6,6,0,0,0,0,0,8.201373238,1.36689554,914481,1827618.077,3655908,247,3657924,914481,1827618.077,3655908,247,0,0,0,0,0,0,0,0,0,100,0,1.36689554,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49925-80-6,172.16.0.1,49925,192.168.10.50,80,6,07-07-17 03:56,915538,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,12706.19024,7.645777674,152589.6667,373325.5092,914637,5,817,408.5,446.1843789,724,93,915491,305163.6667,527819.5583,914637,5,0,0,0,0,72,92,3.27676186,4.369015814,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49925-80-6,172.16.0.1,49925,192.168.10.50,80,6,07-07-17 03:56,3648952,4,0,24,0,6,6,6,0,0,0,0,0,6.577230942,1.096205157,1216317.333,2105864.38,3647960,3,3648952,1216317.333,2105864.38,3647960,3,0,0,0,0,0,0,0,0,0,80,0,1.096205157,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49926-80-6,172.16.0.1,49926,192.168.10.50,80,6,07-07-17 03:56,3647955,4,0,24,0,6,6,6,0,0,0,0,0,6.579028524,1.096504754,1215985,2105284.432,3646958,3,3647955,1215985,2105284.432,3646958,3,0,0,0,0,0,0,0,0,0,80,0,1.096504754,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49927-80-6,172.16.0.1,49927,192.168.10.50,80,6,07-07-17 03:56,915713,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12703.76199,8.73636172,130816.1429,345678.8825,914742,4,737,368.5,468.8117959,700,37,915662,228915.5,457217.7837,914742,4,0,0,0,0,72,112,3.276135645,5.460226075,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49927-80-6,172.16.0.1,49927,192.168.10.50,80,6,07-07-17 03:56,3646929,4,0,24,0,6,6,6,0,0,0,0,0,6.580879419,1.096813237,1215643,2104689.473,3645929,3,3646929,1215643,2104689.473,3645929,3,0,0,0,0,0,0,0,0,0,80,0,1.096813237,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49928-80-6,172.16.0.1,49928,192.168.10.50,80,6,07-07-17 03:56,915661,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,12704.48343,7.644750623,152610.1667,373423.7122,914858,12,743,371.5,374.0594872,636,107,915613,305204.3333,527975.6894,914858,12,0,0,0,0,72,92,3.276321695,4.368428927,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49928-80-6,172.16.0.1,49928,192.168.10.50,80,6,07-07-17 03:56,3645921,4,0,24,0,6,6,6,0,0,0,0,0,6.582698857,1.097116476,1215307,2104116.163,3644931,3,3645921,1215307,2104116.163,3644931,3,0,0,0,0,0,0,0,0,0,80,0,1.097116476,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49929-80-6,172.16.0.1,49929,192.168.10.50,80,6,07-07-17 03:56,901394,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,12905.56627,8.87514228,128770.5714,340251.4037,900388,2,807,403.5,546.5935419,790,17,901345,225336.25,450034.6358,900388,2,0,0,0,0,72,112,3.328178355,5.546963925,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49929-80-6,172.16.0.1,49929,192.168.10.50,80,6,07-07-17 03:56,3637931,5,0,30,0,6,6,6,0,0,0,0,0,8.246445576,1.374407596,909482.75,1818317.557,3636959,1,3637931,909482.75,1818317.557,3636959,1,0,0,0,0,0,0,0,0,0,100,0,1.374407596,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49930-80-6,172.16.0.1,49930,192.168.10.50,80,6,07-07-17 03:56,838398,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13875.27165,8.349256558,139733,341764.2808,837356,5,988,494,674.5798693,971,17,838382,279460.6667,483151.7984,837356,5,0,0,0,0,72,92,3.578252811,4.771003748,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49930-80-6,172.16.0.1,49930,192.168.10.50,80,6,07-07-17 03:56,3632161,4,0,24,0,6,6,6,0,0,0,0,0,6.607636611,1.101272768,1210720.333,2096152.774,3631149,3,3632161,1210720.333,2096152.774,3631149,3,0,0,0,0,0,0,0,0,0,80,0,1.101272768,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49931-80-6,172.16.0.1,49931,192.168.10.50,80,6,07-07-17 03:56,120686,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,96390.63354,66.28772186,17240.85714,44803.53579,118838,4,1585,792.5,1115.107394,1581,4,120640,30160,59122.95854,118838,4,0,0,0,0,72,112,24.8578957,41.42982616,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49932-80-6,172.16.0.1,49932,192.168.10.50,80,6,07-07-17 03:56,143828,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,80881.33048,62.57474205,17978.5,50116.78214,142005,4,1596,798,1060.660172,1548,48,143766,28753.2,63313.58732,142005,4,0,0,0,0,72,132,20.85824735,41.7164947,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49932-80-6,172.16.0.1,49932,192.168.10.50,80,6,07-07-17 03:56,3626001,5,0,30,0,6,6,6,0,0,0,0,0,8.27357742,1.37892957,906500.25,1812996.5,3625995,1,3626001,906500.25,1812996.5,3625995,1,0,0,0,0,0,0,0,0,0,100,0,1.37892957,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49933-80-6,172.16.0.1,49933,192.168.10.50,80,6,07-07-17 03:56,36183,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,321504.574,221.0983058,5169,12866.75123,34334,0,1266,633,895.197185,1266,0,36092,9023,16880.90394,34334,185,0,0,0,0,72,112,82.91186469,138.1864411,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49933-80-6,172.16.0.1,49933,192.168.10.50,80,6,07-07-17 03:56,3616990,6,0,36,0,6,6,6,0,0,0,0,0,9.953027241,1.658837873,723398,1614773.483,3611992,49,3616990,723398,1614773.483,3611992,49,0,0,0,0,0,0,0,0,0,120,0,1.658837873,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7,6,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49934-80-6,172.16.0.1,49934,192.168.10.50,80,6,07-07-17 03:56,36134,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,321940.5546,221.3981292,5162,12947.68564,34510,3,1262,631,825.9007204,1215,47,36089,9022.25,17003.76886,34510,3,0,0,0,0,72,112,83.02429844,138.3738307,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49935-80-6,172.16.0.1,49935,192.168.10.50,80,6,07-07-17 03:56,72867,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,159564.6863,123.5127012,9108.375,19373.9912,54650,19,17870,8935,12061.82747,17464,406,72848,14569.6,23696.33876,54650,44,0,0,0,0,72,132,41.17090041,82.34180082,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49935-80-6,172.16.0.1,49935,192.168.10.50,80,6,07-07-17 03:56,3574431,4,0,24,0,6,6,6,0,0,0,0,0,6.714355376,1.119059229,1191477,2062978.169,3573599,325,3574431,1191477,2062978.169,3573599,325,0,0,0,0,0,0,0,0,0,80,0,1.119059229,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49936-80-6,172.16.0.1,49936,192.168.10.50,80,6,07-07-17 03:56,37048,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,313836.1045,242.9280933,4631,8367.988135,18913,15,17790,8895,12116.9818,17463,327,37017,7403.4,10028.41457,18913,15,0,0,0,0,72,132,80.97603109,161.9520622,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49936-80-6,172.16.0.1,49936,192.168.10.50,80,6,07-07-17 03:56,3605054,4,0,24,0,6,6,6,0,0,0,0,0,6.657320528,1.109553421,1201684.667,2080990.922,3604606,90,3605054,1201684.667,2080990.922,3604606,90,0,0,0,0,0,0,0,0,0,80,0,1.109553421,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49937-80-6,172.16.0.1,49937,192.168.10.50,80,6,07-07-17 03:56,74501,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,156065.0193,107.381109,10643,21101.33538,56137,60,17963,8981.5,12416.08797,17761,202,74433,18608.25,26386.45579,56137,164,0,0,0,0,72,112,40.26791587,67.11319311,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49937-80-6,172.16.0.1,49937,192.168.10.50,80,6,07-07-17 03:56,3572770,5,0,30,0,6,6,6,0,0,0,0,0,8.396846145,1.399474357,893192.5,1785383.006,3571267,337,3572770,893192.5,1785383.006,3571267,337,0,0,0,0,0,0,0,0,0,100,0,1.399474357,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49938-80-6,172.16.0.1,49938,192.168.10.50,80,6,07-07-17 03:56,74320,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,156445.1023,94.18729817,12386.66667,22525.49825,56131,61,17963,8981.5,12181.32852,17595,368,74238,24746,28596.66241,56131,165,0,0,0,0,72,92,40.36598493,53.82131324,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49938-80-6,172.16.0.1,49938,192.168.10.50,80,6,07-07-17 03:56,3573008,4,0,24,0,6,6,6,0,0,0,0,0,6.717029461,1.11950491,1191002.667,2061409.232,3571313,602,3573008,1191002.667,2061409.232,3571313,602,0,0,0,0,0,0,0,0,0,80,0,1.11950491,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49939-80-6,172.16.0.1,49939,192.168.10.50,80,6,07-07-17 03:56,60654,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,191792.7919,148.3826293,7581.75,20561.06316,58453,9,1878,939,847.1139239,1538,340,60616,12123.2,25911.3666,58453,9,0,0,0,0,72,132,49.46087645,98.92175289,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49939-80-6,172.16.0.1,49939,192.168.10.50,80,6,07-07-17 03:56,3568710,4,0,24,0,6,6,6,0,0,0,0,0,6.725119161,1.120853193,1189570,2059715.855,3567925,232,3568710,1189570,2059715.855,3567925,232,0,0,0,0,0,0,0,0,0,80,0,1.120853193,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49940-80-6,172.16.0.1,49940,192.168.10.50,80,6,07-07-17 03:56,62327,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,186644.6323,128.3552874,8903.857143,22616.16062,60176,3,1970,985,903.6824664,1624,346,62315,15578.75,29744.99952,60176,3,0,0,0,0,72,112,48.13323279,80.22205465,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49940-80-6,172.16.0.1,49940,192.168.10.50,80,6,07-07-17 03:56,3566115,4,0,24,0,6,6,6,0,0,0,0,0,6.730012913,1.121668819,1188705,2057958.709,3565031,216,3566115,1188705,2057958.709,3565031,216,0,0,0,0,0,0,0,0,0,80,0,1.121668819,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49941-80-6,172.16.0.1,49941,192.168.10.50,80,6,07-07-17 03:56,64627,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,180002.1663,139.2606805,8078.375,21925.94645,62327,15,1990,995,910.7535342,1639,351,64565,12913,27635.56802,62327,15,0,0,0,0,72,132,46.42022684,92.84045368,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49941-80-6,172.16.0.1,49941,192.168.10.50,80,6,07-07-17 03:56,3563565,4,0,24,0,6,6,6,0,0,0,0,0,6.734828746,1.122471458,1187855,2056621.543,3562637,363,3563565,1187855,2056621.543,3562637,363,0,0,0,0,0,0,0,0,0,80,0,1.122471458,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49942-80-6,172.16.0.1,49942,192.168.10.50,80,6,07-07-17 03:56,62313,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,186686.5662,128.3841253,8901.857143,22589.03995,60116,58,1887,943.5,843.57839,1540,347,62255,15563.75,29713.57695,60116,73,0,0,0,0,72,112,48.14404699,80.24007831,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49942-80-6,172.16.0.1,49942,192.168.10.50,80,6,07-07-17 03:56,3566853,5,0,30,0,6,6,6,0,0,0,0,0,8.410775549,1.401795925,891713.25,1782271.845,3565121,383,3566853,891713.25,1782271.845,3565121,383,0,0,0,0,0,0,0,0,0,100,0,1.401795925,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49943-80-6,172.16.0.1,49943,192.168.10.50,80,6,07-07-17 03:56,64522,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,180295.0931,139.4873067,8065.25,21894.4201,62236,14,1967,983.5,904.3895731,1623,344,64468,12893.6,27595.51571,62236,14,0,0,0,0,72,132,46.49576889,92.99153777,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49943-80-6,172.16.0.1,49943,192.168.10.50,80,6,07-07-17 03:56,3564518,5,0,30,0,6,6,6,0,0,0,0,0,8.416285175,1.402714196,891129.5,1781022.385,3562663,313,3564518,891129.5,1781022.385,3562663,313,0,0,0,0,0,0,0,0,0,100,0,1.402714196,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49944-80-6,172.16.0.1,49944,192.168.10.50,80,6,07-07-17 03:56,814528,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,14281.89086,11.04934391,101816,286991.6886,812083,11,2038,1019,999.8489886,1726,312,814420,162884,362914.3154,812083,11,0,0,0,0,72,132,3.683114638,7.366229276,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49944-80-6,172.16.0.1,49944,192.168.10.50,80,6,07-07-17 03:56,2814560,4,0,24,0,6,6,6,0,0,0,0,0,8.527087715,1.421181286,938186.6667,1624295.027,2813761,241,2814560,938186.6667,1624295.027,2813761,241,0,0,0,0,0,0,0,0,0,80,0,1.421181286,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49945-80-6,172.16.0.1,49945,192.168.10.50,80,6,07-07-17 03:56,881729,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,13186.59134,10.20721786,110216.125,309037.3141,875028,3,6039,3019.5,4265.975211,6036,3,881606,176321.2,390598.3168,875028,15,0,0,0,0,72,132,3.402405955,6.804811909,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0
172.16.0.1-192.168.10.50-49945-80-6,172.16.0.1,49945,192.168.10.50,80,6,07-07-17 03:56,2731416,5,0,30,0,6,6,6,0,0,0,0,0,10.98331415,1.830552358,682854,1364698.029,2729901,288,2731416,682854,1364698.029,2729901,288,0,0,0,0,0,0,0,0,0,100,0,1.830552358,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0
